No.     Time           Source                Destination           Protocol Length Info
  12658 15.640071000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12659 15.640089000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43443 Win=65305 Len=0
  12660 15.640098000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12661 15.640429000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12662 15.640453000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43445 Win=65303 Len=0
  12663 15.644029000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12664 15.644073000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12665 15.644099000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43459 Win=65289 Len=0
  12666 15.644431000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12667 15.644453000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12668 15.644469000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43466 Win=65282 Len=0
  12669 15.644808000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12670 15.644827000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12671 15.644842000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43468 Win=65280 Len=0
  12672 15.650607000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12673 15.650660000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12674 15.650688000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43492 Win=65256 Len=0
  12675 15.651025000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12676 15.651045000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12677 15.651060000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43499 Win=65249 Len=0
  12678 15.651402000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12679 15.651423000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12680 15.651440000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43501 Win=65247 Len=0
  12681 15.657259000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12682 15.657753000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12683 15.657786000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43525 Win=65223 Len=0
  12684 15.657805000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12685 15.658134000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12686 15.658153000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43532 Win=65216 Len=0
  12687 15.658163000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12688 15.658494000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12689 15.658519000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43534 Win=65214 Len=0
  12690 15.664536000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12691 15.664594000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12692 15.664623000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43558 Win=65190 Len=0
  12693 15.664957000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12694 15.664977000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12695 15.664993000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43565 Win=65183 Len=0
  12696 15.665334000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12697 15.665353000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12698 15.665370000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43567 Win=65181 Len=0
  12699 15.671505000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12700 15.671565000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12701 15.671596000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43591 Win=65157 Len=0
  12702 15.671933000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12703 15.671952000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12704 15.671967000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43598 Win=65150 Len=0
  12705 15.672310000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12706 15.672327000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12707 15.672342000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43600 Win=65148 Len=0
  12708 15.678519000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12709 15.678579000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12710 15.678608000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43624 Win=65124 Len=0
  12711 15.678944000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12712 15.678965000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12713 15.678983000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43631 Win=65117 Len=0
  12714 15.679321000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12715 15.679340000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12716 15.679357000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43633 Win=65115 Len=0
  12717 15.685531000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12718 15.685576000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12719 15.685603000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43657 Win=65091 Len=0
  12720 15.685938000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12721 15.685958000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12722 15.685975000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43664 Win=65084 Len=0
  12723 15.686315000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12724 15.686335000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12725 15.686351000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43666 Win=65082 Len=0
  12726 15.692497000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12727 15.692555000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12728 15.692584000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43690 Win=65058 Len=0
  12729 15.692919000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12730 15.692938000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12731 15.692953000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43697 Win=65051 Len=0
  12732 15.693322000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12733 15.693349000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12734 15.693368000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43699 Win=65049 Len=0
  12735 15.699469000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12736 15.699539000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12737 15.699570000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43723 Win=65025 Len=0
  12738 15.699902000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12739 15.699923000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12740 15.699940000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43730 Win=65018 Len=0
  12741 15.700281000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12742 15.700301000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12743 15.700315000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43732 Win=65016 Len=0
  12744 15.704539000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12745 15.704584000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12746 15.704611000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43746 Win=65002 Len=0
  12747 15.704945000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12748 15.704967000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12749 15.704983000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43753 Win=64995 Len=0
  12750 15.705325000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12751 15.705345000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12752 15.705362000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43755 Win=64993 Len=0
  12753 15.711124000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12754 15.711187000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12755 15.711235000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43779 Win=64969 Len=0
  12756 15.711573000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12757 15.711592000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12758 15.711608000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43786 Win=64962 Len=0
  12759 15.711937000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12760 15.711957000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12761 15.711972000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43788 Win=64960 Len=0
  12762 15.715760000   192.168.0.1           192.168.0.2           TCP      65     [TCP segment of a reassembled PDU]
  12763 15.715817000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12764 15.715848000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43800 Win=64948 Len=0
  12765 15.716187000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12766 15.716206000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12767 15.716223000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43807 Win=64941 Len=0
  12768 15.716565000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12769 15.716591000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12770 15.716611000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43809 Win=64939 Len=0
  12771 15.720370000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12772 15.720441000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12773 15.720479000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43823 Win=64925 Len=0
  12774 15.720819000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12775 15.720840000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12776 15.720858000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43830 Win=64918 Len=0
  12777 15.721193000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12778 15.721214000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12779 15.721231000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43832 Win=64916 Len=0
  12780 15.726946000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12781 15.727004000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12782 15.727035000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43856 Win=64892 Len=0
  12783 15.727368000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12784 15.727389000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12785 15.727406000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43863 Win=64885 Len=0
  12786 15.727749000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12787 15.727767000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12788 15.727783000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43865 Win=64883 Len=0
  12789 15.733961000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12790 15.734013000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12791 15.734040000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43889 Win=64859 Len=0
  12792 15.734375000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12793 15.734393000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12794 15.734408000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43896 Win=64852 Len=0
  12795 15.734751000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12796 15.734769000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12797 15.734784000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43898 Win=64850 Len=0
  12798 15.740926000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12799 15.740988000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12800 15.741018000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43922 Win=64826 Len=0
  12801 15.741357000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12802 15.741377000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12803 15.741394000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43929 Win=64819 Len=0
  12804 15.741736000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12805 15.741758000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12806 15.741778000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43931 Win=64817 Len=0
  12807 15.750066000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  12808 15.750104000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12809 15.750128000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43954 Win=64794 Len=0
  12810 15.750483000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12811 15.750503000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12812 15.750519000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43961 Win=64787 Len=0
  12813 15.750854000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12814 15.750872000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12815 15.750888000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43963 Win=64785 Len=0
  12816 15.756983000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12817 15.757016000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12818 15.757039000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43987 Win=64761 Len=0
  12819 15.757375000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12820 15.757394000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12821 15.757411000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43994 Win=64754 Len=0
  12822 15.757759000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12823 15.757780000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12824 15.757798000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=43996 Win=64752 Len=0
  12825 15.763959000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12826 15.764010000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12827 15.764040000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44020 Win=64728 Len=0
  12828 15.764371000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12829 15.764390000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12830 15.764408000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44027 Win=64721 Len=0
  12831 15.764748000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12832 15.764767000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12833 15.764783000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44029 Win=64719 Len=0
  12834 15.770720000   192.168.0.1           192.168.0.2           TCP      76     [TCP segment of a reassembled PDU]
  12835 15.770747000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12836 15.770767000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44052 Win=64696 Len=0
  12837 15.771104000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12838 15.771122000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12839 15.771138000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44059 Win=64689 Len=0
  12840 15.771477000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12841 15.771495000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12842 15.771511000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44061 Win=64687 Len=0
  12843 15.777650000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12844 15.777688000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12845 15.777711000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44085 Win=64663 Len=0
  12846 15.778046000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12847 15.778066000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12848 15.778082000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44092 Win=64656 Len=0
  12849 15.778421000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12850 15.778439000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12851 15.778457000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44094 Win=64654 Len=0
  12852 15.782666000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12853 15.782686000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12854 15.782703000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44108 Win=64640 Len=0
  12855 15.783044000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12856 15.783062000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12857 15.783077000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44115 Win=64633 Len=0
  12858 15.783417000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12859 15.783435000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12860 15.783450000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44117 Win=64631 Len=0
  12861 15.789246000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12862 15.789274000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12863 15.789298000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44141 Win=64607 Len=0
  12864 15.789702000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12865 15.789728000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12866 15.789750000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44148 Win=64600 Len=0
  12867 15.790082000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12868 15.790107000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12869 15.790125000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44150 Win=64598 Len=0
  12870 15.793894000   192.168.0.1           192.168.0.2           TCP      65     [TCP segment of a reassembled PDU]
  12871 15.793940000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12872 15.793968000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44162 Win=64586 Len=0
  12873 15.794298000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12874 15.794431000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12875 15.794448000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44169 Win=64579 Len=0
  12876 15.794782000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12877 15.794808000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12878 15.794829000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44171 Win=64577 Len=0
  12879 15.798187000   192.168.0.1           192.168.0.2           TCP      67     [TCP segment of a reassembled PDU]
  12880 15.798691000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12881 15.798721000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44185 Win=64563 Len=0
  12882 15.798736000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12883 15.799062000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12884 15.799083000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44192 Win=64556 Len=0
  12885 15.799094000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12886 15.799425000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12887 15.799448000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44194 Win=64554 Len=0
  12888 15.804765000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12889 15.805265000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12890 15.805302000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44218 Win=64530 Len=0
  12891 15.805321000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12892 15.805651000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12893 15.805680000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44225 Win=64523 Len=0
  12894 15.805692000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12895 15.806018000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12896 15.806047000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44227 Win=64521 Len=0
  12897 15.811738000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12898 15.812217000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12899 15.812251000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44251 Win=64497 Len=0
  12900 15.812268000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12901 15.812601000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12902 15.812629000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44258 Win=64490 Len=0
  12903 15.812640000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12904 15.812969000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12905 15.812995000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44260 Win=64488 Len=0
  12906 15.818692000   192.168.0.1           192.168.0.2           TCP      77     [TCP segment of a reassembled PDU]
  12907 15.819194000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12908 15.819235000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44284 Win=64464 Len=0
  12909 15.819253000   192.168.0.1           192.168.0.2           HTTP     60     Continuation or non-HTTP traffic
  12910 15.819587000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
  12911 15.819619000   192.168.0.2           192.168.0.1           TCP      54     49399 > http [ACK] Seq=33427 Ack=44291 Win=64457 Len=0
  12912 15.819632000   192.168.0.1           192.168.0.2           TCP      60     [TCP segment of a reassembled PDU]
